[H][C](NC(=O)[CH](CC1=CC=C(OS(O)(=O)=O)C=C1)NC(=O)[CH](CC(O)=O)NC(=O)[CH](CCC(N)=O)NC(=O)[CH]1CCC(=O)N1)([CH](C)O)C(=O)NCC(=O)N[CH](CC1=CNC2=CC=CC=C12)C(=O)N[CH](CCSC)C(=O)N[CH](CC(O)=O)C(=O)N[CH](CC1=CC=CC=C1)C(N)=O -0.9
CC1=NN=C2CN=C(C3=CC=CC=C3)C3=C(C=CC(Cl)=C3)N12 2.12
CN(C)CC[CH](C1=CC=C(Br)C=C1)C1=CC=CC=N1 3.4
CN(C)C1=CC=C(C=C1)C(C1=CC=C(C=C1)N(C)C)=C1C=CC(C=C1)=[N+](C)C 3.18
CN1CCN(CC1)C1=NC2=CC=CC=C2OC2=C1C=C(Cl)C=C2 3.6
CCN1CCC[CH]1CNC(=O)C1=C(OC)C=CC(Br)=C1OC 2.10
C[N+](C)(C)CCOC(N)=O -3.78
CN(CCOC1=CC=C(CC2SC(=O)NC2=O)C=C1)C1=CC=CC=N1 2.4
CCCN[CH]1CCC2=C(C1)SC(N)=N2 0.4
CC(=O)C1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1 2.44
[H][C]12SC(C)(C)[CH](N1C(=O)[CH]2NC(=O)[CH](N)C1=CC=CC=C1)C(O)=O 1.35
[H][C]12SC(C)(C)[CH](N1C(=O)[CH]2NC(=O)COC1=CC=CC=C1)C(O)=O 2.09
CCCC(C)C1(CC=C)C(=O)NC(=O)NC1=O 1.97
CCCCN1C[CH](O)[CH](O)[CH](O)[CH]1CO -0.6
CN(C)CCCN1C2=CC=CC=C2SC2=CC=CC=C12 4.55
[H][C]12CC[C]3(CCC(=O)O3)[C]1(C)CC[C]1([H])[C]2([H])[C]([H])(CC2=CC(=O)CC[C]12C)SC(C)=O 2.78
COC(=O)C(C1CCCCN1)C1=CC=CC=C1 0.20
COC1=C(OCC(O)COC(N)=O)C=CC=C1 0.61
CN1[CH]2CC[CH]1C[CH](C2)OC(=O)[CH](CO)C1=CC=CC=C1 1.8
CN(C)C(=O)CC1=C(N=C2C=CC(C)=CN12)C1=CC=C(C)C=C1 1.2
CC(=O)OCC(CCN1C=NC2=CN=C(N)N=C12)COC(C)=O 0.6
CC1=CC=C(C=C1)C(=CgCN1CCCC1)C1=CC=CC=N1 3.92
CN(N=O)C(=O)N[CH]1[CH](O)O[CH](CO)[CH](O)[CH]1O -1.45
OCC([NH3+])(CO)CO.CCCCC[C](O)(C)C=C[CH]1[CH](O)C[CH](O)[CH]1CC=CgCCCC(=O)[O-] 3.3
[H][C]12SCC(CSC3=NN=NN3C)=C(N1C(=O)[C]2([H])NC(=O)[CH](NC(=O)C1=C(O)C=C(C)N=C1)C1=CC=C(O)C=C1)C(O)=O -0.9
Cl[CH]1[CH](Cl)[CH](Cl)[CH](Cl)[CH](Cl)[CH]1Cl 3.72
OC[CH]1O[CH](C[CH]1O)N1C=C(C(=O)NC1=O)C(F)(F)F -0.46
CN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(Cl)C=C3)CC1 4.88
CN1CCC(CC1)=C1C2=CC=CC=C2C=CC2=CC=CC=C12 4.69
NS(=O)(=O)C1=CC2=C(NC(CC3=CC=CC=C3)NS2(=O)=O)C=C1C(F)(F)F 1.89
O=C1N=CN=C2NNC=C12 -0.55
[O-]C(=O)C1=C(CS[C]2([H])[CH](NC(=O)C(=NgOC(C)(C)C(O)=O)C3=CSC(N)=N3)C(=O)N12)C[N+]1=CC=CC=C1 -1.60
COCC1=C(C2=CC=C(F)C=C2)C(C=C[CH](O)C[CH](O)CC(O)=O)=C(C(C)C)N=C1C(C)C 3.4
COC1=CC(CC2=CN=C(N)N=C2N)=CC(OC)=C1OC 0.91
NC1=NC(=O)N(C=C1)[CH]1O[CH](CO)[CH](O)C1(F)F -1.4
NC1=NC(=O)C2=C(N1)N(C=N2)[CH]1C[CH](O)[CH](CO)C1=C -0.8
[H][C]12C[CH](C)[C](O)(C(=O)CO)[C]1(C)C[CH](O)[C]1(F)[C]2([H])CCC2=CC(=O)C=C[C]12C 1.94
[H][C]12COC(=O)[C]1([H])[C]([H])(C1=CC(OC)=C(O)C(OC)=C1)C1=CC3=C(OCO3)C=C1[C]2([H])O[C]1([H])O[C]2([H])CO[C]([H])(O[C]2([H])[C]([H])(O)[C]1([H])O)C1=CC=CS1 1.24
COC1=CC=CC2=C1C(=O)C1=C(O)C3=C(C[C](O)(C[CH]3O[CH]3C[CH](N)[CH](O)[CH](C)O3)C(=O)CO)C(O)=C1C2=O -0.5
OC[CH](NC(=O)C(Cl)Cl)[CH](O)C1=CC=C(C=C1)[N+]([O-])=O 1.14
N[CH](C(=O)N[CH]1[CH]2CCC(Cl)=C(N2C1=O)C(O)=O)C1=CC=CC=C1 0.5
CC1=C(OCC(F)(F)F)C=CN=C1CS(=O)C1=NC2=CC=CC=C2N1 1.9
CNCC(O)C1=CC(OC(=O)C(C)(C)C)=C(OC(=O)C(C)(C)C)C=C1 1.7
FC1=CC=C(C=C1)C(=O)CCCN1CCC(=CC1)N1C(=O)NC2=CC=CC=C12 3.50
N[CH](CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1)C(O)=O 4
NC[CH]1O[CH](O[CH]2[CH](CO)O[CH](O[CH]3[CH](O)[CH](N)C[CH](N)[CH]3O[CH]3O[CH](CN)[CH](O)[CH](O)[CH]3N)[CH]2O)[CH](N)[CH](O)[CH]1O -7.8
[H][C]12C[C]3([H])C(=C(O)[C]1(O)C(=O)C(C(=O)NCO)=C(O)[CH]2N(C)C)C(=O)C1=C(O)C=CC(Cl)=C1[C]3(C)O 0.2
CCOC(=O)C1(CCN(C)CC1)C1=CC=CC=C1 2.72
CCOC(=O)N1CCC(CC1)=C1C2=C(CCC3=C1N=CC=C3)C=C(Cl)C=C2 5.20
[H][C]12SCC(COC(C)=O)=C(N1C(=O)[CH]2NC(=O)CC1=CC=CS1)C(O)=O 0.00
COC1=C(OC)C=C2C(N)=NC(=NC2=C1)N1CCN(CC1)C(=O)C1=CC=CO1 1.3
CN(C)CCCN1C2=CC=CC=C2CCC2=CC=CC=C12 4.80
COC1=C(C)C(C)=C(C=CC(C)=CC=CC(C)=CC(O)=O)C(C)=C1 6.40
COC(=O)CCC1=C2NC(C=C3gN=C(C=C4NC(=CC5=NC(=C2)C(CCC(O)=O)=C5C)C(C=C)=C4C)C2=CC=C([CH](C(=O)OC)[C]32C)C(=O)OC)=C1C 2.1
COC1=CC2=C(C=C1)C=C(CCC(C)=O)C=C2 3.08
[Br-].[H][C]12C[CH](C[C]([H])(C3OC13)[N+]2(C)C)OC(=O)[CH](CO)C1=CC=CC=C1 -2.58
OC(=O)C1CCN2C1=CC=C2C(=O)C1=CC=CC=C1 2.1
[H][C]12OC(=O)[C]34OC3C[C](O)(C3[CH](C1OC3=O)C(C)=C)[C]24C.[H][C]12C[C]3(O)C4[CH](C(OC4=O)[C]4([H])OC(=O)[C]1(O2)[C]34C)C(C)(C)O -2.229
CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(N=C12)N1CCNCC1 -0.20
[H][C]1(C[CH]2CC[N]1C[CH]2C=C)[CH](O)C1=CC=NC2=CC=C(OC)C=C12 3.44
CN(C)C1=NC(=NC(=N1)N(C)C)N(C)C 2.73
CC(C)NCC(O)C1=CC=C(NS(C)(=O)=O)C=C1 0.24
O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(CC1)C1=NC=CC=N1 2.63
OCCN1C[CH](O)[CH](O)[CH](O)[CH]1CO -2.7
CCC(=O)O[CH](O[P](=O)(CCCCC1=CC=CC=C1)CC(=O)N1C[CH](C[CH]1C(O)=O)C1CCCCC1)C(C)C 6.3
[H][C]12SCC(COC(C)=O)=C(N1C(=O)[CH]2NC(=O)C(=NgOC)C1=CSC(N)=N1)C(O)=O -0.5
CCN(CC)C(=O)C(=CC1=CC(=C(O)C(O)=C1)[N+]([O-])=O)C#N 2.8
CC1=CN([CH]2C[CH](N=[N+]=[N-])[CH](CO)O2)C(=O)NC1=O 0.05
NC(=O)C([CH]1CCN(CCC2=CC3=C(OCC3)C=C2)C1)(C1=CC=CC=C1)C1=CC=CC=C1 4.5
[H][C]12OC3=C(OC)C=CC4=C3[C]11CCN(C)[C]([H])(C4)[C]1(O)CCC2=O 0.3
O=C1C(C(=O)C2=CC=CC=C12)C1=CC=CC=C1 2.90
CC(C)C(=O)NC1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F 3.35
CN1C(CC(O)=O)=CC=C1C(=O)C1=CC=C(C)C=C1 2.79
CN=C(NCCSCC1=C(C)NC=N1)NC#N 0.40
OC1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C1=CC=C(Cl)C=C1 4.3
CC(C)[CH](NC(=O)N(C)CC1=CSC(=N1)C(C)C)C(=O)N[CH](C[CH](O)[CH](CC1=CC=CC=C1)NC(=O)OCC1=CN=CS1)CC1=CC=CC=C1 3.9
[H][C]12CCCC[C]11CCN(CC=C)[CH]2CC2=C1C=C(O)C=C2 3.48
CC[N+](CC)(CC)CCC(O)(C1CCCCC1)C1=CC=CC=C1 1.17
CC(=O)OC1=CC=CC=C1C(=O)NC1=NC=C(S1)[N+]([O-])=O 1.63
CN(C)CCCN1C2=CC=CC=C2SC2=C1C=C(C=C2)C(F)(F)F 5.54
N[CH](CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1)C(O)=O 4
[H][C]1(CC[C]2(O)[C]3([H])CC[C]4([H])C[CH](CC[C]4(C)[C]3([H])CC[C]12C)O[CH]1C[CH](O)[CH](O[CH]2C[CH](O)[CH](O[CH]3C[CH](OC(C)=O)[CH](O)[CH](C)O3)[CH](C)O2)[CH](C)O1)C1=CC(=O)OC1 3.7
CN[CH](CC(C)C)C(=O)N[CH]1[CH](O)C2=CC=C(OC3=C(O[CH]4O[CH](CO)[CH](O)[CH](O)[CH]4O[CH]4C[C](C)(N)[CH](O)[CH](C)O4)C4=CC(=C3)[CH](NC(=O)[CH](CC(N)=O)NC1=O)C(=O)N[CH]1C3=CC(=C(O)C=C3)C3=C(O)C=C(O)C=C3[CH](NC(=O)[CH](NC1=O)[CH](O)C1=CC(Cl)=C(O4)C=C1)C(O)=O)C(Cl)=C2 -3.1
NCCCCCC(O)=O -2.95
[H][C]12CC3=C(C=C(OC)C=C3)[C]3(CCCC[C]13[H])CCN2C 3.6
N[Pt](N)(Cl)Cl -2.19
[Br-].CCCC(CCC)C(=O)O[CH]1CC2CCC(C1)[N+]2(C)C 0.60
CCCSC1=CC2=C(C=C1)N=C(NC(=O)OC)N2 2.7
[H][C]12C[CH](N(C(=O)[CH](C)N[CH](CCC3=CC=CC=C3)C(=O)OCC)[C]1([H])CCCC2)C(O)=O 3.5
CCC(C)CC(C)CCCCCCCCC(=O)N[CH]1C[CH](O)[CH](NCCN)NC(=O)[CH]2[CH](O)CCN2C(=O)[CH](NC(=O)[CH](NC(=O)[CH]2C[CH](O)CN2C(=O)[CH](NC1=O)[CH](C)O)[CH](O)[CH](O)C1=CC=C(O)C=C1)[CH](O)CCN 0
CC(C)(C)NCC(O)COC1=CC=CC2=C1CCC(=O)N2 1.1
OC(=O)C1=CC=C(NC(=O)[CH](CC2=CC=C(O)C=C2)NC(=O)C2=CC=CC=C2)C=C1 3.3
CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(O)=O 4.2
CC1NC2=CC(Cl)=C(C=C2C(=O)N1C1=CC=CC=C1C)S(N)(=O)=O 2.5
CN(C(=S)OC1=CC2=CC=CC=C2C=C1)C1=CC=CC(C)=C1 5.1
CCCCOC1=NC2=CC=CC=C2C(=C1)C(=O)NCCN(CC)CC 4.40
COC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC(C)(C)CN(C)CCC(C1=CC=CC=C1)C1=CC=CC=C1 6.4
OC(=O)P(O)(O)=O -2.1
COCCOC1=CC2=C(C=C1OCCOC)C(NC1=CC(=CC=C1)C#C)=NC=N2 2.7
ClCCN(CCCl)P1(=O)NCCCO1 0.8
CCC1(NC(=O)N(C)C1=O)C1=CC=CC=C1 1.69
CS(=O)(=O)C1=CC=C(C=C1)C1=C(C(=O)OC1)C1=CC=CC=C1 3.2
COC(CNC(N)=O)C[Hg]Cl -0.80
[H][C]12SCC(C=C)=C(N1C(=O)[CH]2NC(=O)C(=NgO)C1=CSC(N)=N1)C(O)=O -0.2
NC(N)=N -0.6
OC(=O)C1=CN(C2CC2)C2=CC(N3CCNCC3)=C(F)C=C2C1=O 0.28
CN(C)CCOC1=CC=C(C=C1)C(=C(CCCl)C1=CC=CC=C1)C1=CC=CC=C1 6.8
CNCCC=C1C2=CC=CC=C2CCC2=CC=CC=C12 4.51
[H][C]12N3CC[C]11C4=CC(=C(OC)C=C4N(C=O)[C]1([H])[C](O)([CH](OC(C)=O)[C]2(CC)C=CC3)C(=O)OC)[C]1(C[C]2([H])CN(C[C](O)(CC)C2)CCC2=C1NC1=CC=CC=C21)C(=O)OC 2.82
[H][C]1(CCC2=CC=CC=C2N(CC(O)=O)C1=O)N[CH](CCC1=CC=CC=C1)C(=O)OCC 3.3
ClC1=CC2=C(OC3=CC=CC=C3N=C2N2CCNCC2)C=C1 3.4
FC1=CNC(=O)NC1=O -0.89
CN(C)C(=O)OC1=C[N+](C)=CC=C1 1.554
CN(C)CC1=NN=C2CN=C(C3=CC=CC=C3)C3=C(C=CC(Cl)=C3)N12 4.4
[H][C]12C[CH](C)[CH](C(=O)CO)[C]1(C)C[CH](O)[C]1(F)[C]2([H])CCC2=CC(=O)C=C[C]12C 2.35
OC(=O)CCCCCCCC(O)=O 1.57
COC1=C(CC2=CN(C)C3=C2C=C(NC(=O)OC2CCCC2)C=C3)C=CC(=C1)C(=O)NS(=O)(=O)C1=CC=CC=C1C 5.4
CCCC1=CC(=O)NC(=S)N1 0.4
OC[CH]1O[CH](C[CH]1O)N1C=NC2=C1N=CNC[CH]2O -1.1
COC1=C2OC(=O)C=CC2=CC2=C1OC=C2 1.7
CN1C(C(=O)NC2=NC=CC=C2)=C(O)C2=C(C=CC=C2)S1(=O)=O 3.06
NC1=NC(N)=C(N=N1)C1=C(Cl)C(Cl)=CC=C1 2.5
FC(F)(F)C(F)(F)C(F)(F)F 3
OCCOCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1 2.7
[H][C]1(OC(=C[CH](N=C(N)N)[CH]1NC(C)=O)C(O)=O)[CH](O)[CH](O)CO -3
COC1=CC=CC=C1OC1=C(NS(=O)(=O)C2=CC=C(C=C2)C(C)(C)C)N=C(N=C1OCCO)C1=NC=CC=N1 3.7
[H][C]12CC3=C(C=C(NC(=O)CNC(C)(C)C)C(O)=C3C(=O)C1=C(O)[C]1(O)C(=O)C(C(N)=O)=C(O)[CH](N(C)C)[C]1([H])C2)N(C)C 0.8
CCN1CC(CCN2CCOCC2)C(C1=O)(C1=CC=CC=C1)C1=CC=CC=C1 3.6
NS(=O)(=O)C1=C(Cl)C=C2NC(CSCC3=CC=CC=C3)=NS(=O)(=O)C2=C1 1.73
CN(CC1=CN=C2N=C(N)N=C(N)C2=N1)C1=CC=C(C=C1)C(=O)N[CH](CCC(O)=O)C(O)=O -1.85
NC(=O)N1C2=CC=CC=C2C=CC2=CC=CC=C12 2.45
OC(=O)[CH](S)[CH](S)C(O)=O -0.3
[H][C]12SCC(C)=C(N1C(=O)[CH]2NC(=O)[CH](N)C1=CC=CC=C1)C(O)=O 0.65
C(C=CC1=CC=CC=C1)N1CCN(CC1)C(C1=CC=CC=C1)C1=CC=CC=C1 5.77
CO[CH]1O[CH](COS(O)(=O)=O)[CH](O[CH]2O[CH]([CH](O[CH]3O[CH](COS(O)(=O)=O)[CH](O[CH]4O[CH]([CH](O[CH]5O[CH](COS(O)(=O)=O)[CH](O)[CH](O)[CH]5NS(O)(=O)=O)[CH](O)[CH]4O)C(O)=O)[CH](OS(O)(=O)=O)[CH]3NS(O)(=O)=O)[CH](O)[CH]2OS(O)(=O)=O)C(O)=O)[CH](O)[CH]1NS(O)(=O)=O 0.4
[H][C]12N(C)C3=CC(OC)=C(C=C3[C]11CCN3CC=C[C](CC)([C]13[H])[C]([H])(OC(C)=O)[C]2(O)C(=O)OC)[C]1(C[C]2([H])CN(C[C](O)(CC)C2)CCC2=C1NC1=CC=CC=C21)C(=O)OC 3.70
CC(C)NCC(O)COC1=CC=CC2=CC=CC=C12 3.48
CN1[CH]2CC[CH]1C[CH](C2)OC(=O)C(CO)C1=CC=CC=C1 1.83
CC(C(O)=O)C1=CC(OC2=CC=CC=C2)=CC=C1 3.1
CCNC(C)CC1=CC(=CC=C1)C(F)(F)F 3.36
ClC1=CC=CC(Cl)=C1NC1=NCCN1 1.59
CC1=NN=C(NS(=O)(=O)C2=CC=C(N)C=C2)S1 0.54
CC(C)[CH](N)C(=O)OCCOCN1C=NC2=C1NC(N)=NC2=O -0.3
[H][C]12SC(C)(C)[CH](N1C(=O)[CH]2NC(=O)C(C(O)=O)C1=CC=CC=C1)C(O)=O 1.13
OC1(N2CCN=C2C2=CC=CC=C12)C1=CC=C(Cl)C=C1 3.7
CC1=C(C(=NO1)C1=CC=CC=C1)C1=CC=C(C=C1)S(N)(=O)=O 3.2
OC[CH]1O[C](O)(CO)[CH](O)[CH]1O[CH]1O[CH](CO)[CH](O)[CH](O)[CH]1O -4.3
C[CH](C1=NC=NC=C1F)[C](O)(CN1C=NC=N1)C1=C(F)C=C(F)C=C1 1
CCOC(=O)[CH](CCC1=CC=CC=C1)N[CH](C)C(=O)N1CCC[CH]1C(O)=O 0.07
CNC(NCCSCC1=CSC(CN(C)C)=N1)=C[N+]([O-])=O 1.1
OC(=O)CC1=CC=CC=C1NC1=C(Cl)C=CC=C1Cl 4.51
CCC(CC)(CC(=O)NC1=CC(C=CC2=NC(=CS2)C2CCC2)=CC=C1)C(O)=O 4
[H][C]12C[CH](C)[C](OC(=O)CC)(C(=O)SCF)[C]1(C)C[CH](O)[C]1(F)[C]2([H])C[CH](F)C2=CC(=O)C=C[C]12C 3.4
[H][C]12CC3=CNC4=CC=CC(=C34)C1=C[CH](CN2C)NC(=O)N(CC)CC 2.2
COC1=C(OC)C=C2C(N)=NC(=NC2=C1)N1CCN(CC1)C(=O)C1COC2=CC=CC=C2O1 2.1
[H][C]12C[C]3([H])[C]4([H])C[CH](F)C5=CC(=O)C=C[C]5(C)[C]4(F)[CH](O)C[C]3(C)[C]1(OC(C)(C)O2)C(=O)CO 2.48
NC(N)=NC(=O)C1=C(N)N=C(N)C(Cl)=N1 -0.3
[H][C]12[CH](O)[C]3([H])C(C(=O)C4=C(O)C=CC=C4[C]3(C)O)=C(O)[C]1(O)C(=O)C(C(N)=O)=C(O)[CH]2N(C)C -0.90
[H][C]12C[CH](C)[C](O)(C(=O)CCl)[C]1(C)C[CH](O)[C]1(F)[C]2([H])C[CH](F)C2=CC(=O)C=C[C]12C 2.9
CC(CCC1=CC=CC=C1)NCC(O)C1=CC(C(N)=O)=C(O)C=C1 3.09
CCCC(C)C1(CC)C(=O)NC(=S)NC1=O 2.85
OC1=CC=C(OCC2=CC=CC=C2)C=C1 3.2
CC(=O)NC[CH]1CN(C(=O)O1)C1=CC(F)=C(C=C1)N1CCOCC1 0.9
[H][C]12CC[C](OC(C)=O)(C(C)=O)[C]1(C)CC[C]1([H])[C]2([H])C[CH](C)C2=CC(=O)CC[C]12C 3.5
CO[CH]1CN(CCCOC2=CC=C(F)C=C2)CC[CH]1NC(=O)C1=CC(Cl)=C(N)C=C1OC 3.3
CC1=C(CC(O)=O)C2=CC(F)=CC=C2C1=CgC1=CC=C(C=C1)S(C)=O 3.42
NS(=O)(=O)C1=C(Cl)C=C2NC(NS(=O)(=O)C2=C1)C1CC2CC1C=C2 1.95
[H][C]12SC(C)(C)[CH](N1C(=O)[CH]2NC(=O)C1=C(OCC)C=CC2=CC=CC=C12)C(O)=O 3.3
CCN(CC)CCCC(C)NC1=C2C=CC(Cl)=CC2=NC=C1 4.63
CCC1=NC=CC(=C1)C(N)=S 0.5
C[CH](N)[CH](O)C1=CC(O)=CC=C1 -0.27
[H][C]12CC3=C(C=C(O)C=C3)[C]3(CCCC[C]13O)CCN2CC1CCC1 3.3
CC(C)NCC(O)COC1=CC=C(COCCOC(C)C)C=C1 1.87
CCN(CC)CC1=C(O)C=CC(NC2=C3C=CC(Cl)=CC3=NC=C2)=C1 3.7
[H]C(=NN1CCOC1=O)C1=CC=C(O1)[N+]([O-])=O -0.04
CO[CH]1C=CO[C]2(C)OC3=C(C2=O)C2=C(C(O)=C3C)C(=O)C(NC(=O)C(C)=CgC=C[CH](C)[CH](O)[CH](C)[CH](O)[CH](C)[CH](OC(C)=O)[CH]1C)=C1NC3(CCN(CC3)CC(C)C)N=C21 4.1
COCCOC[CH](CC1(CCCC1)C(=O)N[CH]1CC[CH](CC1)C(O)=O)C(=O)OC1=CC2=C(CCC2)C=C1 3.7
CCC1(C)OC(=O)N(C)C1=O 0.3
[H][C]12C[C]3([H])[CH](N(C)C)C(O)=C(C(N)=O)C(=O)[C]3(O)C(O)=C1C(=O)C1=C([CH]2O)C(Cl)=CC=C1O 0.2
CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC(NC3=NC=CC(=N3)C3=CN=CC=C3)=C(C)C=C2)CC1 3
[H][C]12C[CH](O)[C](O)(C(=O)CO)[C]1(C)C[CH](O)[C]1(F)[C]2([H])CCC2=CC(=O)C=C[C]12C 1.16
[H][C]12CC[C](C)(O)[C]1(C)CC[C]1([H])[C]2([H])CC[C]2([H])CC(=O)OC[C]12C 4.2
COC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OCCN(C)CC1=CC=CC=C1 3.82
OCCN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(C=C3)C(F)(F)F)CC1 4.36
[H][C]12CC[CH](O)[C]1(C)CC[C]1([H])[C]2([H])CCC2=CC(=O)CC[C]12C 3.32
FC(F)(F)[C]1(OC(=O)NC2=C1C=C(Cl)C=C2)C#CC1CC1 4.6
CC[CH](C)[CH](N)C1=N[CH](CS1)C(=O)N[CH](CC(C)C)C(=O)N[CH](CCC(O)=O)C(=O)N[CH]([CH](C)CC)C(=O)N[CH]1CCCCNC(=O)[CH](CC(N)=O)NC(=O)[CH](CC(O)=O)NC(=O)[CH](CC2=CNC=N2)NC(=O)[CH](CC2=CC=CC=C2)NC(=O)[CH](NC(=O)[CH](CCCN)NC1=O)[CH](C)CC -0.8
OC(=O)C1=CN=CC=C1 0.36
OC(=O)C1N=C(C2=CC=CC=C2)C2=C(NC1=O)C=CC(Cl)=C2 3
NC(N)=NN=CC1=C(Cl)C=CC=C1Cl 3.2
NCCCC(O)(P(O)(O)=O)P(O)(O)=O -4.3
[H][C]1(F)[CH](O)[CH](CO)O[CH]1N1C=NC2=C(N)N=C(Cl)N=C12 0
CCCCCCCCCCCCCCCCCCCCCCO 9
C[CH](C1=CNC=N1)C1=C(C)C(C)=CC=C1 2.8
CC(=O)NS(=O)(=O)C1=CC=C(N)C=C1 -0.96
[H][C]12CC[C](O)(C(=O)CO)[C]1(C)CC(=O)[C]1([H])[C]2([H])CCC2=CC(=O)C=C[C]12C 1.46
CCOC(=O)C(C)(C)OC1=CC=C(Cl)C=C1 3.3
COC1=CC=C(CCN2CCC(CC2)NC2=NC3=CC=CC=C3N2CC2=CC=C(F)C=C2)C=C1 5.8
ClC1=CC=C(CCC(CN2C=CN=C2)SC2=C(Cl)C=CC=C2Cl)C=C1 6.7
NC1=C2N=CN([CH]3O[CH](CO)[CH](O)[CH]3O)C2=NC=N1 -1.05
[H][C]12[CH](C[CH](C)C=C1C=C[CH](C)[CH]2CC[CH]1C[CH](O)CC(=O)O1)OC(=O)C(C)(C)CC 4.68
[H][C](CCC(O)=O)(NC(=O)C1=CC=C(CCC2=CNC3=C2C(O)=NC(=N)N3)C=C1)C(O)=O -1.5
COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C1=CC=CC=C1 2.83
CC(C)CC(NC(=O)CNC(=O)C(CC1=CC=C(O)C=C1)NC(=O)C(CO)NC(=O)C(CC1=CNC2=CC=CC=C12)NC(=O)C(CC1=CN=CN1)NC(=O)C1CCC(=O)N1)C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NCC(N)=O -3.6
CCCCOC1=CC=C(C=C1)C(=O)CCN1CCCCC1 3.7
C[CH]1OC(OC2CC(O)C(C(O)CC(=O)CC(O)C(O)CCC(O)CC(O)CC(O)CC(=O)OC(C)C(C)C(O)C(C)C=CC=CCCC=CC=CC=CC=C2)C(O)=O)[CH](O)[CH](N)[CH]1O 0.5
CCC(=O)O[C](CC1=CC=CC=C1)([CH](C)CN(C)C)C1=CC=CC=C1 4.18
ClC(Cl)C(C1=CC=C(Cl)C=C1)C1=CC=CC=C1Cl 6
CC1=CN([CH]2O[CH](CO)C=C2)C(=O)NC1=O -0.72
[H]C(=O)N1C(CNC2=CC=C(C=C2)C(=O)N[CH](CCC(O)=O)C(O)=O)CNC2=C1C(=O)NC(N)=N2 -3.2
CN1C2=C(N(CC(O)CO)C=N2)C(=O)N(C)C1=O -1.9
C[CH]1[CH]2CC3=CC=C(O)C=C3[C]1(C)CCN2CC=C(C)C 4.64
CC(C)OC(=O)CCCC=CgC[CH]1[CH](O)C[CH](O)[CH]1CC[CH](O)CCC1=CC=CC=C1 4.4
[H][C]12CCC(=O)[C]1(C)CC[C]1([H])C3=C(CC[C]21[H])C=C(O)C=C3 3.13
ClC1=CC=CC(=C1)N1CCN(CCCN2N=C3C=CC=CN3C2=O)CC1 2.9
CNC1(C)C2CCC(C2)C1(C)C 2.7
NCC=C.ClCC1CO1 0.559
CC(=O)NCCCS(O)(=O)=O -1.1
CC1=CC(OCC2CNC(=O)O2)=CC(C)=C1 2.3
COC1=C(OC)C=C(CCN(C)CCCC(C#N)(C(C)C)C2=CC(OC)=C(OC)C=C2)C=C1 3.79
COC1=CC(=CC(OC)=C1OC)C(=O)NCC1=CC=C(OCCN(C)C)C=C1 2.29
[H][C]12C[CH](C)[C](O)(C(=O)CO)[C]1(C)C[CH](O)[C]1(F)[C]2([H])C[CH](F)C2=CC(=O)C=C[C]12C 3.86
COC1=NC=CN=C1NS(=O)(=O)C1=CC=C(N)C=C1 0.70
CC1(C)NC(=O)N(C1=O)C1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F 1.8
CNC[CH](O)C1=CC(O)=C(O)C=C1 -1.37
CNS(=O)(=O)CC1=CC2=C(NC=C2CCN(C)C)C=C1 0.93
CN1CCN(CC(=O)N2C3=CC=CC=C3C(=O)NC3=C2N=CC=C3)CC1 0.6
[H][C]12SCC(C=C)=C(N1C(=O)[CH]2NC(=O)C(=NgOCC(O)=O)C1=CSC(N)=N1)C(O)=O -0.4
CCCNC(=O)NS(=O)(=O)C1=CC=C(Cl)C=C1 2.27
C[CH](O[CH]1OCCN(CC2=NNC(=O)N2)[CH]1C1=CC=C(F)C=C1)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F 4.5
[H][C]12C[CH](O)C=C[C]11CCN(C)CC3=C1C(O2)=C(OC)C=C3 1.8
CCC(=C(gC1=CC=CC=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1 7.1
O=C(OCC1=CC=CC=C1)C1=CC=CC=C1 3.97
CC(C)OP(F)(=O)OC(C)C 1.17
CCCCC1=NC(Cl)=C(CO)N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1 6.1
